transaction_id,customer_id,transaction_amount,transaction_time,location,ip_address,device_id,is_foreign_transaction,device_change_flag,is_fraud,model_prediction,model_probability,prediction_match
1778257484505013,63,33487.3,2026-05-08 17:24:44.504484,Port Harcourt,239.39.144.143,mobile,0,0,0,0,0.19110307413140487,True
1778257484505060,13,38023.09,2026-05-08 17:24:44.504484,Kano,61.249.168.102,web,0,1,0,1,0.5703635845181719,False
1778257484506249,51,5375.99,2026-05-08 17:24:44.505483,Ibadan,149.80.62.147,tablet,0,0,0,0,0.22315398873762934,True
1778257484505601,56,46654.09,2026-05-08 17:24:44.505483,Port Harcourt,63.215.71.231,web,0,0,0,1,0.6014345882401292,False
1778257484506225,27,15718.04,2026-05-08 17:24:44.505483,Abuja,179.13.179.150,tablet,0,0,0,0,0.23710799500125598,True
1778257484506226,77,41273.66,2026-05-08 17:24:44.505483,Lagos,189.234.241.211,web,0,0,0,1,0.5857913578803857,False
1778257484506320,64,47878.93,2026-05-08 17:24:44.505483,Abuja,150.118.146.82,web,0,0,1,1,0.595113310095522,True
1778257484506430,34,4819.8,2026-05-08 17:24:44.505483,Abuja,188.84.38.246,tablet,0,0,0,0,0.23752814241865855,True
1778257484506491,75,30377.95,2026-05-08 17:24:44.506438,Ibadan,100.238.187.123,web,0,0,0,0,0.19752854161408556,True
1778257484506662,85,23312.78,2026-05-08 17:24:44.506438,Ibadan,229.216.175.28,tablet,0,0,0,0,0.19003377314610426,True
1778257484507153,33,42351.93,2026-05-08 17:24:44.506438,Ibadan,95.224.195.118,tablet,0,0,0,1,0.6077100070752489,False
1778257484507166,53,30744.06,2026-05-08 17:24:44.506438,Abuja,215.33.100.205,tablet,0,0,0,0,0.19354138939277493,True
1778257484508134,61,24533.63,2026-05-08 17:24:44.507485,Lagos,196.253.247.170,web,0,0,0,0,0.18355572722490612,True
1778257484508020,54,26961.68,2026-05-08 17:24:44.507485,Abuja,130.114.232.151,mobile,0,1,0,1,0.5490619886372187,False
1778257484507999,74,32279.32,2026-05-08 17:24:44.507485,Lagos,11.28.33.202,web,0,0,0,0,0.19135938504833355,True
1778257484507899,26,36026.76,2026-05-08 17:24:44.507485,Ibadan,44.188.214.62,mobile,0,0,0,0,0.22527165585447406,True
1778257484507657,73,16869.9,2026-05-08 17:24:44.507485,Kano,112.3.201.149,web,0,0,0,0,0.19899406344521584,True
1778257484508207,66,33766.92,2026-05-08 17:24:44.507485,Port Harcourt,31.27.99.24,mobile,0,0,0,0,0.1896309114630197,True
1778257484509010,79,15926.89,2026-05-08 17:24:44.508487,Kano,166.231.107.240,web,0,1,0,1,0.49454744494116654,False
1778257484509018,35,30772.61,2026-05-08 17:24:44.508487,Lagos,143.124.105.149,web,0,0,0,0,0.19778450394903005,True
1778257484509054,39,12978.76,2026-05-08 17:24:44.508487,Kano,169.217.168.147,web,0,0,0,0,0.21229629627779292,True
1778257484509175,57,40086.47,2026-05-08 17:24:44.508487,Port Harcourt,181.21.89.14,web,0,0,1,1,0.5229497715126495,True
1778257484509202,97,7369.54,2026-05-08 17:24:44.508487,Lagos,82.252.20.198,mobile,0,0,0,0,0.2130970896533763,True
1778257484509245,78,6880.41,2026-05-08 17:24:44.508487,Lagos,178.162.211.166,tablet,0,0,0,0,0.19315909961877098,True
1778257484509249,81,40075.4,2026-05-08 17:24:44.508487,Kano,57.149.212.161,web,0,1,0,1,0.6714916249980014,False
1778257484508706,12,30284.97,2026-05-08 17:24:44.508487,Abuja,50.136.68.243,tablet,0,0,0,0,0.16170111296951453,True
1778257484508949,82,46659.11,2026-05-08 17:24:44.508487,Lagos,1.89.137.42,tablet,0,0,1,1,0.5977531193596489,True
1778257484509935,17,16836.47,2026-05-08 17:24:44.509484,Port Harcourt,56.65.160.192,web,0,0,0,0,0.2252795939770069,True
1778257484509788,25,9346.49,2026-05-08 17:24:44.509484,Kano,192.34.235.111,tablet,0,0,0,0,0.2119734173979927,True
1778257484509762,86,21648.44,2026-05-08 17:24:44.509484,Port Harcourt,28.85.16.140,tablet,0,0,0,0,0.19792990419592027,True
1778257484509662,9,3065.9,2026-05-08 17:24:44.509484,Port Harcourt,217.32.120.74,tablet,0,0,0,0,0.19555171722433903,True
1778257484510171,99,4871.69,2026-05-08 17:24:44.509484,Ibadan,121.247.152.50,mobile,0,0,0,0,0.22802099422224445,True
1778257484509961,11,38748.95,2026-05-08 17:24:44.509484,Lagos,175.104.185.203,mobile,0,1,0,1,0.564529997828021,False
1778257484510657,28,26789.0,2026-05-08 17:24:44.510484,Abuja,215.133.200.246,mobile,0,0,0,0,0.1940329604529608,True
1778257484510533,49,29805.72,2026-05-08 17:24:44.510484,Kano,150.201.66.240,mobile,0,0,0,0,0.19445512139919585,True
1778257484510733,18,18880.14,2026-05-08 17:24:44.510484,Kano,125.135.208.33,web,0,0,1,0,0.227964380389727,False
1778257484511237,80,21728.93,2026-05-08 17:24:44.510484,Port Harcourt,207.252.121.161,tablet,0,0,0,0,0.19497266698892868,True
1778257484511887,1,34780.36,2026-05-08 17:24:44.511440,Lagos,110.116.43.150,web,0,0,0,0,0.20764248023763496,True
1778257484511842,41,12727.92,2026-05-08 17:24:44.511440,Kano,104.41.52.37,mobile,0,0,0,0,0.2125325670365655,True
1778257484511632,67,8085.48,2026-05-08 17:24:44.511440,Ibadan,137.119.169.135,mobile,0,0,0,0,0.20184278219610208,True
1778257484511537,90,45559.72,2026-05-08 17:24:44.511440,Abuja,152.2.62.121,web,0,0,1,1,0.5976819996048852,True
1778257484512339,83,26088.95,2026-05-08 17:24:44.511440,Lagos,219.228.132.113,mobile,0,0,0,0,0.20784427922544277,True
1778257484512106,100,10908.03,2026-05-08 17:24:44.511440,Lagos,210.57.109.215,tablet,0,0,0,0,0.20914895160333985,True
1778257484513455,69,30580.79,2026-05-08 17:24:44.512485,Port Harcourt,212.49.65.154,web,0,0,0,0,0.19148344890988142,True
1778257484512815,40,30963.24,2026-05-08 17:24:44.512485,Lagos,227.224.21.207,tablet,0,0,1,0,0.1973846490392982,False
1778257484514404,45,46763.79,2026-05-08 17:24:44.513441,Lagos,128.145.210.32,web,0,0,0,1,0.5940239208731003,False
1778257484514474,29,5792.74,2026-05-08 17:24:44.514443,Port Harcourt,132.243.26.194,mobile,0,0,0,1,0.6668866968493068,False
1778257484514991,62,41371.69,2026-05-08 17:24:44.514443,Lagos,46.29.112.178,tablet,0,0,0,1,0.6000023517223626,False
1778257484515441,10,5813.91,2026-05-08 17:24:44.514443,Lagos,215.17.236.38,tablet,0,0,0,0,0.19114921381647276,True
1778257484516544,98,41834.8,2026-05-08 17:24:44.516443,Lagos,251.34.245.146,web,1,0,1,1,0.6300641834200883,True
1778257484519015,47,36250.14,2026-05-08 17:24:44.518459,Port Harcourt,29.231.5.249,tablet,0,0,1,0,0.221181012501383,False
1778257484519386,2,13380.44,2026-05-08 17:24:44.518459,Port Harcourt,208.181.139.165,web,0,0,1,0,0.20078386633081727,False
1778257484518979,43,39031.34,2026-05-08 17:24:44.518459,Ibadan,211.35.63.204,tablet,0,0,0,0,0.23609870305892136,True
1778257484519267,44,37584.63,2026-05-08 17:24:44.518459,Kano,91.36.179.178,mobile,1,0,0,0,0.3993626924132487,True
1778257484520017,91,14399.99,2026-05-08 17:24:44.519456,Abuja,198.86.164.199,web,0,0,0,0,0.19710193266694787,True
1778257484520271,72,6649.36,2026-05-08 17:24:44.519456,Kano,20.217.20.123,web,0,0,0,0,0.2025029223852475,True
1778257484520059,8,44477.44,2026-05-08 17:24:44.519456,Abuja,53.148.94.184,tablet,1,1,1,1,0.6272285747866655,True
1778257484520564,89,18988.17,2026-05-08 17:24:44.520484,Ibadan,163.18.29.15,mobile,0,0,0,0,0.20340223832143972,True
1778257484522664,4,29958.51,2026-05-08 17:24:44.522484,Abuja,113.199.196.47,tablet,1,0,1,0,0.2380554617850721,False
1778257484524272,94,45571.1,2026-05-08 17:24:44.523483,Kano,205.225.131.169,web,0,0,0,1,0.5997558342450909,False
1778257484525307,96,23377.58,2026-05-08 17:24:44.524483,Kano,58.143.187.253,tablet,0,0,0,0,0.18800765518804716,True
1778257484525442,70,5602.23,2026-05-08 17:24:44.525483,Kano,29.35.255.16,web,0,0,0,0,0.20869291828387665,True
1778257484527885,15,14193.37,2026-05-08 17:24:44.527452,Port Harcourt,56.236.209.198,tablet,0,0,0,0,0.20093170750799974,True
1778257484513518,83,22317.51,2026-05-08 17:24:56.511440,Lagos,4.199.212.90,mobile,0,0,0,1,0.5336479375983715,False
1778257484515840,29,38037.79,2026-05-08 17:25:08.514443,Port Harcourt,132.243.26.194,mobile,0,0,1,0,0.34317165295891033,False
1778257484513228,40,45078.59,2026-05-08 17:25:11.512485,Lagos,227.224.21.207,tablet,0,0,0,1,0.676863163362277,False
1778257484520810,8,22205.45,2026-05-08 17:25:15.519456,Lagos,53.148.94.184,tablet,0,0,0,0,0.17463874898332524,True
1778257484509308,61,2170.03,2026-05-08 17:25:18.507485,Lagos,196.253.247.170,web,0,0,0,0,0.20403053557068118,True
1778257484509934,13,28332.46,2026-05-08 17:25:23.504484,Kano,223.254.9.20,web,0,0,0,0,0.1797782609088092,True
1778257484524111,35,31478.17,2026-05-08 17:25:39.508487,Lagos,61.167.183.77,web,0,0,0,0,0.22383282679445482,True
1778257484512171,90,15621.77,2026-05-08 17:25:41.511440,Abuja,152.2.62.121,web,0,0,0,0,0.18742989650404399,True
1778257484508961,37,20254.99,2026-05-08 17:25:46.504484,Port Harcourt,77.171.245.201,mobile,0,0,0,0,0.17799373238595675,True
1778257484503895,30,10062.07,2026-05-08 17:25:47.503456,Kano,12.166.53.155,tablet,1,0,0,1,0.40950273884702526,False
1778257484523127,1,37296.25,2026-05-08 17:25:55.511440,Lagos,110.116.43.150,web,0,0,0,0,0.25140160173396825,True
1778257484509414,31,39943.36,2026-05-08 17:25:59.503456,Kano,171.170.49.243,tablet,0,0,0,0,0.33140165669541705,True
1778257484512171,75,16983.59,2026-05-08 17:26:01.506438,Ibadan,100.238.187.123,web,0,0,0,0,0.18742989650404399,True
1778257484517589,34,5518.08,2026-05-08 17:26:09.505483,Ibadan,188.84.38.246,tablet,1,0,0,1,0.5818623594216245,False
1778257484509965,93,7464.55,2026-05-08 17:26:10.502439,Abuja,102.106.185.165,tablet,0,0,0,0,0.23052983471465838,True
1778257484508638,23,14719.88,2026-05-08 17:26:22.503456,Kano,86.174.55.25,mobile,0,0,0,0,0.24431090923158577,True
1778257484513018,23,4749.25,2026-05-08 17:26:47.503456,Port Harcourt,86.174.55.25,mobile,1,0,1,1,0.5664365890761128,True
1778257484522699,40,39222.3,2026-05-08 17:26:55.512485,Lagos,227.224.21.207,tablet,0,0,0,0,0.26976776921699425,True
1778257484522041,50,23244.99,2026-05-08 17:26:57.504484,Ibadan,34.188.107.116,tablet,0,0,0,0,0.2304404852088191,True
1778257484505143,32,10117.25,2026-05-08 17:27:00.503456,Ibadan,184.100.155.19,mobile,0,0,0,0,0.17482296338334308,True
1778257484527401,35,13078.3,2026-05-08 17:27:09.508487,Lagos,61.167.183.77,web,0,0,0,0,0.1881327564418949,True
1778257484526727,35,44140.97,2026-05-08 17:27:19.508487,Lagos,61.167.183.77,mobile,0,1,0,0,0.20456488887490812,True
1778257484507617,64,20827.07,2026-05-08 17:27:20.505483,Abuja,150.118.146.82,mobile,0,1,0,1,0.518426750987002,False
1778257484511837,41,44350.68,2026-05-08 17:27:24.511440,Lagos,104.41.52.37,mobile,1,0,1,1,0.7136415580461498,True
1778257484517665,98,40103.15,2026-05-08 17:27:29.516443,Port Harcourt,251.34.245.146,web,0,0,0,1,0.5096158522088906,False
1778257484528368,92,22902.83,2026-05-08 17:27:37.503456,Kano,192.253.150.180,mobile,1,0,0,1,0.4580331887597031,False
1778257484520884,75,6295.49,2026-05-08 17:27:37.506438,Abuja,100.238.187.123,web,1,0,0,1,0.48185170285675566,False
1778257484507011,58,48753.35,2026-05-08 17:27:42.502439,Ibadan,90.199.23.150,mobile,0,0,1,1,0.6009190922047513,True
1778257484523230,78,28132.53,2026-05-08 17:27:45.508487,Lagos,178.162.211.166,tablet,0,0,1,0,0.28087598529783564,False
1778257484523881,5,16469.8,2026-05-08 17:27:47.503456,Ibadan,180.135.7.40,mobile,0,0,0,0,0.1806799196171344,True
1778257484517538,87,9411.05,2026-05-08 17:27:52.504484,Ibadan,223.49.200.200,web,1,0,1,0,0.3994277747635979,False
1778257484511241,25,30555.91,2026-05-08 17:28:03.509484,Kano,192.34.235.111,tablet,0,0,0,0,0.2642146377841687,True
1778257484520889,89,32234.04,2026-05-08 17:28:03.520484,Ibadan,163.18.29.15,mobile,0,0,0,0,0.2131212868332075,True
1778257484511057,12,13618.5,2026-05-08 17:28:05.508487,Abuja,218.14.209.213,tablet,0,0,0,0,0.15479985597937274,True
1778257484522470,69,10917.09,2026-05-08 17:28:05.512485,Port Harcourt,212.49.65.154,web,0,0,0,0,0.1905065507493849,True
1778257484527298,4,2193.05,2026-05-08 17:28:07.522484,Port Harcourt,113.199.196.47,tablet,1,0,1,0,0.33528432369500255,False
1778257484540924,44,27890.97,2026-05-08 17:28:09.518459,Abuja,14.109.148.79,mobile,0,0,0,0,0.18391917509537914,True
1778257484523342,29,42096.31,2026-05-08 17:28:12.514443,Port Harcourt,132.243.26.194,mobile,0,0,1,1,0.6355544313118612,True
1778257484510192,32,46495.88,2026-05-08 17:28:13.503456,Kano,184.100.155.19,web,1,1,1,1,0.7822044932676178,True
1778257484505107,38,15262.44,2026-05-08 17:28:17.502439,Port Harcourt,39.111.229.103,tablet,0,1,0,1,0.5040501741457906,False
1778257484510628,13,14587.49,2026-05-08 17:28:22.504484,Kano,223.254.9.20,web,0,0,0,0,0.15253265724461984,True
1778257484509890,57,5416.89,2026-05-08 17:28:40.508487,Port Harcourt,224.126.45.228,web,0,0,0,0,0.18621836911630904,True
1778257484513710,12,35279.0,2026-05-08 17:28:48.508487,Abuja,229.28.72.167,tablet,0,0,0,0,0.23991479638506513,True
1778257484511749,9,36910.63,2026-05-08 17:28:48.509484,Kano,186.80.175.24,tablet,1,0,1,1,0.4418265196808839,True
1778257484508880,37,12441.73,2026-05-08 17:28:49.504484,Port Harcourt,240.59.26.184,mobile,0,0,0,0,0.14402772748385465,True
1778257484520680,67,42690.06,2026-05-08 17:28:51.511440,Ibadan,137.119.169.135,mobile,0,0,1,1,0.610056226500669,True
1778257484505434,55,30493.93,2026-05-08 17:28:56.502439,Port Harcourt,13.197.64.27,web,0,0,0,0,0.2564454564967404,True
1778257484510692,73,26670.55,2026-05-08 17:28:56.507485,Kano,112.3.201.149,web,0,0,0,0,0.18802311808839356,True
1778257484507335,16,38077.71,2026-05-08 17:29:03.502439,Lagos,187.125.107.171,tablet,0,0,0,0,0.20065691750701742,True
1778257484514163,93,23749.97,2026-05-08 17:29:04.502439,Abuja,181.45.221.165,tablet,0,0,0,0,0.2605998572998226,True
1778257484521785,77,8023.74,2026-05-08 17:29:14.505483,Lagos,189.234.241.211,web,0,0,0,0,0.18627065095126388,True
1778257484520230,10,40296.8,2026-05-08 17:29:14.514443,Lagos,215.17.236.38,tablet,0,0,1,1,0.5560670431495806,True
1778257484509371,24,45512.99,2026-05-08 17:29:15.503456,Port Harcourt,100.176.47.255,mobile,0,0,0,1,0.6150388103073976,False
1778257484529694,92,11308.2,2026-05-08 17:29:18.503456,Port Harcourt,192.253.150.180,mobile,0,0,0,0,0.2301261727301389,True
1778257484507242,51,1694.93,2026-05-08 17:29:19.505483,Ibadan,149.80.62.147,tablet,0,0,0,0,0.18748415402545768,True
1778257484513231,13,46630.54,2026-05-08 17:29:20.504484,Kano,223.254.9.20,web,0,0,0,1,0.6771174759422022,False
1778257484530400,94,42771.72,2026-05-08 17:29:27.523483,Kano,205.225.131.169,web,0,0,1,1,0.5932072783526333,True
1778257484518677,12,8914.58,2026-05-08 17:29:32.508487,Abuja,229.28.72.167,tablet,0,0,0,0,0.20795084251098753,True
1778257484504039,36,15139.38,2026-05-08 17:29:38.502439,Ibadan,1.174.7.136,web,0,0,0,0,0.17433953293065282,True
1778257484530443,77,27193.93,2026-05-08 17:29:43.505483,Lagos,189.234.241.211,web,0,0,0,0,0.181126169309655,True
1778257484519506,87,2771.01,2026-05-08 17:29:45.504484,Lagos,223.49.200.200,web,0,0,0,0,0.22788030374161114,True
1778257484510994,97,8535.16,2026-05-08 17:29:46.508487,Lagos,82.252.20.198,mobile,0,0,0,0,0.22492844265621803,True
1778257484518758,86,13426.6,2026-05-08 17:29:54.509484,Port Harcourt,28.85.16.140,tablet,0,0,0,0,0.19050581797613717,True
1778257484510080,6,24395.43,2026-05-08 17:29:56.502439,Kano,140.166.139.198,web,0,0,0,0,0.2710810312469303,True
1778257484504767,14,3596.47,2026-05-08 17:29:58.503456,Port Harcourt,248.84.26.69,mobile,0,1,1,1,0.526343889827337,True
1778257484510881,22,16912.83,2026-05-08 17:30:09.504484,Ibadan,136.155.44.212,mobile,0,1,1,1,0.5012146411266566,True
1778257484508665,54,14938.7,2026-05-08 17:30:12.507485,Abuja,130.114.232.151,web,0,1,0,1,0.5359218706729691,False
1778257484528971,72,12898.92,2026-05-08 17:30:15.519456,Kano,20.217.20.123,tablet,0,1,1,1,0.4224818676799259,True
1778257484511171,61,23345.74,2026-05-08 17:30:18.507485,Lagos,196.253.247.170,web,0,0,0,0,0.21372000260008306,True
1778257484543719,44,41062.07,2026-05-08 17:30:21.518459,Abuja,14.109.148.79,mobile,0,0,0,1,0.6376522336455132,False
1778257484521599,65,5373.99,2026-05-08 17:30:29.504484,Kano,159.144.78.15,tablet,1,0,1,1,0.5288745804505315,True
1778257484510631,81,19750.91,2026-05-08 17:30:34.508487,Kano,57.149.212.161,web,0,0,0,0,0.19467525436081595,True
1778257484523751,50,47566.44,2026-05-08 17:30:42.504484,Ibadan,34.188.107.116,tablet,0,0,1,1,0.6280143506721371,True
1778257484520594,90,41606.98,2026-05-08 17:30:43.511440,Abuja,202.204.113.205,web,0,0,0,1,0.5968672663992387,False
1778257484506435,52,31912.91,2026-05-08 17:30:45.504484,Ibadan,231.202.142.230,web,0,0,0,0,0.2632448370337877,True
1778257484510538,82,33640.35,2026-05-08 17:30:45.508487,Lagos,35.135.147.214,tablet,0,0,0,0,0.21170711577009313,True
1778257484510127,31,13913.88,2026-05-08 17:30:47.503456,Kano,171.170.49.243,tablet,0,0,0,0,0.17254917368544678,True
1778257484519617,55,22985.78,2026-05-08 17:30:53.502439,Port Harcourt,78.100.121.77,mobile,0,1,0,1,0.5981870419208225,False
1778257484520582,100,5246.61,2026-05-08 17:30:56.511440,Lagos,130.86.127.175,tablet,0,0,0,0,0.21852394831065378,True
1778257484506722,56,22281.95,2026-05-08 17:30:57.505483,Port Harcourt,63.215.71.231,mobile,0,1,1,1,0.5320192354975476,True
1778257484525813,80,10817.86,2026-05-08 17:30:57.510484,Port Harcourt,207.252.121.161,tablet,0,0,0,0,0.19089262284894787,True
1778257484529274,67,24019.93,2026-05-08 17:30:57.511440,Ibadan,137.119.169.135,mobile,0,0,0,0,0.18997569803068745,True
1778257484530355,70,20712.23,2026-05-08 17:31:00.525483,Ibadan,29.35.255.16,web,1,0,1,1,0.507952949820534,True
1778257484507253,60,1336.06,2026-05-08 17:31:13.503456,Lagos,47.44.96.126,web,0,0,0,0,0.22956853086751436,True
1778257484524941,78,2777.97,2026-05-08 17:31:15.508487,Lagos,178.162.211.166,tablet,0,0,0,0,0.19811527623952432,True
1778257484538165,92,20067.61,2026-05-08 17:31:16.503456,Port Harcourt,144.145.65.62,mobile,0,0,0,0,0.18593322047193858,True
1778257484514474,22,49920.21,2026-05-08 17:31:25.504484,Ibadan,136.155.44.212,mobile,0,0,1,1,0.6668866968493068,True
1778257484531836,77,289.21,2026-05-08 17:31:29.505483,Lagos,189.234.241.211,web,0,0,0,0,0.2266291552967131,True
1778257484509504,39,33953.12,2026-05-08 17:31:29.508487,Kano,169.217.168.147,web,0,0,0,0,0.2484938947467606,True
1778257484508025,71,49096.68,2026-05-08 17:31:36.503456,Abuja,219.128.176.238,mobile,0,0,1,1,0.6774682594728173,True
1778257484511898,32,7770.16,2026-05-08 17:31:40.503456,Ibadan,56.173.121.38,web,0,0,0,0,0.17402906805393814,True
1778257484519371,34,20706.34,2026-05-08 17:31:40.505483,Abuja,188.84.38.246,tablet,0,0,1,0,0.2805316465653552,False
1778257484504944,19,35424.94,2026-05-08 17:31:44.502439,Ibadan,249.17.220.162,tablet,0,0,0,0,0.20376534580223346,True
1778257484524287,100,32640.26,2026-05-08 17:31:45.511440,Lagos,130.86.127.175,web,0,1,1,1,0.5067266600634277,True
1778257484524634,17,39364.26,2026-05-08 17:31:47.509484,Port Harcourt,58.240.105.8,web,0,0,0,0,0.2532229132984158,True
1778257484520331,62,20397.31,2026-05-08 17:31:47.514443,Kano,103.50.104.83,tablet,1,0,0,1,0.4118829698365401,False
1778257484511205,68,30943.68,2026-05-08 17:31:50.503456,Port Harcourt,102.167.105.34,tablet,0,0,0,0,0.18733890754741667,True
1778257484528713,35,43034.8,2026-05-08 17:31:50.508487,Lagos,61.167.183.77,mobile,0,0,1,1,0.675310420135272,True
1778257484515038,93,28173.11,2026-05-08 17:31:51.502439,Abuja,181.45.221.165,tablet,0,0,0,0,0.226505807692481,True
1778257484529383,15,37072.95,2026-05-08 17:31:56.527452,Abuja,56.236.209.198,tablet,1,0,0,1,0.41837528747141417,False
1778257484504967,21,37418.58,2026-05-08 17:31:57.503456,Port Harcourt,54.134.160.93,tablet,0,0,0,0,0.20909130358181993,True
1778257484522541,8,33816.14,2026-05-08 17:31:58.519456,Lagos,53.148.94.184,tablet,0,0,0,0,0.14651300524982694,True
1778257484525316,2,30326.24,2026-05-08 17:32:01.518459,Port Harcourt,208.181.139.165,web,0,0,0,0,0.26084249540361953,True
1778257484519603,39,24437.8,2026-05-08 17:32:04.508487,Kano,169.217.168.147,web,0,0,0,0,0.2709937714072388,True
1778257484511717,26,16577.07,2026-05-08 17:32:13.507485,Ibadan,44.188.214.62,mobile,0,0,0,0,0.1553163267929052,True
1778257484522563,88,39826.37,2026-05-08 17:32:15.501396,Abuja,130.23.31.244,mobile,0,0,1,0,0.29371413741558433,False
1778257484529693,35,30094.58,2026-05-08 17:32:15.508487,Lagos,61.167.183.77,mobile,0,0,0,0,0.20643009164259818,True
1778257484517900,49,31945.22,2026-05-08 17:32:17.510484,Port Harcourt,150.201.66.240,mobile,1,0,1,1,0.4256688887995511,True
1778257484512169,42,49523.35,2026-05-08 17:32:23.503456,Abuja,51.18.54.254,tablet,0,0,0,1,0.6492558272438188,False
1778257484520096,43,14135.28,2026-05-08 17:32:24.518459,Ibadan,211.35.63.204,tablet,0,0,0,0,0.18222088093952662,True
